Name,Customer Company,Sales Telephone (Cell),Sales Telephone (Office),Customer Phone,Customer,"Sales Office Address, City, State, and Zip","Customer Address, City, State, and Zip",Order Dollar Amount,Order Date,Order Time,Sales Rep ID, 
Dutch Pollard,Universal Exports,+1 (061) 884-0300,    (851) 252-0486,    (138) 792-3630,kylie edmunds,"7355 church street, columbus, GA 31901","    624 lilac lane, wellington, fl 33414",93152,20141802,7:40 AM,5,
Koto Gross,Colonial Movers,+1 (180) 654-3951,    (461) 993-1974,    (800) 893-1630,eric white,"6802 union freeway nw, bakersfield, ca 93301","    101 route 17, east lansing, mi 48823",86201,20142802,10:49 PM,3,
catharine Donahue,Fake Brothers,+1 (870) 788-6896,    (100) 741-8247,    (838) 538-0033,natalie mackenzie,"8705 elm parkway ne, arvada, CO 80002","    665 spruce street, merrimack, nh 03054",62030,20142608,7:55 PM,1,
Aparajita Strickland,Widget Corp,+1 (960) 411-7071,    (233) 360-5552,    (550) 540-3264,sally slater,"4870 maple circle, santa clara, ca 95050","    535 broad street, blacksburg, va 24060",93414,20142112,11:46 AM,3,
Augusta Burt,ZiffCorp,+1 (562) 705-3387,    (255) 844-6646,    (786) 417-1406,edward sutherland,"334 valley avenue, plano, tx 75023","    7 east avenue, powder springs, ga 30127",86717,3/23/2014,8:33 PM,4,
Langer carr,The Drunken Clam,+1 (687) 583-0098,    (347) 561-0535,    (384) 453-3770,audrey reid,"2616 ninth way east, denver, CO 80202","    102 cottage street, chapel hill, nc 27516",96026,20142303,2:36 PM,5,
Benjamin Delarosa,Demo Inc.,+1 (576) 773-1807,    (495) 380-1364,    (488) 973-1848,samantha lewis,"7034 fifth road nw, flint, MI 48502","    871 route 6, corona, ny 11368",59871,20141501,2:14 PM,2,
Jordan Derosa,Acme Corp,+1 (899) 110-8191,    (307) 100-9168,    (794) 935-8060,bella simpson,"8875 lake way, modesto, ca 95350","    8 garden street, princeton, nj 08540",84122,4/30/2014,1:04 AM,5,
carson Haag,caliban Industries,+1 (356) 685-0664,    (579) 622-4370,    (521) 956-7832,alexander cornish,"27 maple street, elizabeth, NJ 07201","    166 briarwood drive, rock hill, sc 29730",81274,20143004,8:26 PM,2,
Demarco Oden,Paradise Airlines,+1 (254) 384-8558,    (356) 124-2615,    (256) 677-6851,stewart murray,"3688 valley crescent, waco, tx 76701","    404 clay street, coachella, ca 92236",92807,20150508,9:49 AM,2,
Roscoe Batts,Hishii Industries,+1 (045) 099-7653,    (943) 642-6324,    (191) 831-1859,felicity duncan,"2649 chestnut alley, hialeah, FL 33010","    51 willow street, roanoke, va 24012",70694,20151212,6:06 PM,1,
Laila Salter,Milliways,+1 (217) 689-2280,    (932) 554-4208,    (719) 893-9978,abigail mcdonald,"5493 maple place se, phoenix, AZ 85003","    343 eagle street, brainerd, mn 56401",63599,11/20/2015,1:46 PM,3,
Abbott Thorn,Powell Motors,+1 (435) 283-5215,    (232) 372-9117,    (350) 452-6543,joseph russell,"9011 main row, tampa, FL 33602","    543 route 100, san lorenzo, ca 94580",67028,6/23/2015,12:52 AM,3,
Mahon Rau,XYZ Corp,+1 (892) 208-9153,    (379) 168-2440,    (426) 872-1569,rose north,"9837 maple cove, newport news, VA 23601","    539 dogwood drive, oviedo, fl 32765",81518,20152306,9:26 PM,3,
Asa castellano,Chez Quis,+1 (018) 477-4889,    (155) 869-6135,    (480) 810-9915,harry ince,"77 lincoln lane se, des moines, IA 50309","    162 3rd street east, tuscaloosa, al 35405",76045,20151509,11:16 AM,3,
Kailee Robson,Crudgington Brewery,+1 (216) 933-5220,    (406) 469-4310,    (426) 845-6775,zoe langdon,"5993 ninth place east, fresno, ca 93701","    516 church road, longwood, fl 32779",65024,20150208,7:20 AM,1,
Nova Gragg,Bad Wolf Corporation,+1 (222) 666-8887,    (553) 497-1533,    (245) 726-0217,ella blake,"2141 maple park, simi valley, ca 93065","    53 13th street, mankato, mn 56001",75000,20150406,2:45 AM,1,
Lyman Horan,TranCon Airways,+1 (985) 092-5190,    (423) 975-2311,    (117) 163-0611,jacob jones,"504 eighth street east, fontana, ca 92335","    160 orchard street, norwich, ct 06360",64361,20150612,4:49 PM,4,
Trevor carden,Widget Corp,+1 (189) 761-9837,    (462) 416-6193,    (766) 938-0349,jennifer ferguson,"7671 cedar canal, portland, OR 97201","    838 route 100, canal winchester, oh 43110",64534,20151609,2:41 PM,4,
Mikaela Valentine,123 Warehousing,+1 (436) 907-4425,    (161) 224-4219,    (850) 571-7580,joshua quinn,"1395 mill boulevard, peoria, IL 61602","    816 jackson street, wallingford, ct 06492",62311,2/5/2015,11:39 AM,1,
Angelita Saxton,McMahon and Tate,+1 (679) 384-2127,    (468) 671-2406,    (221) 114-7542,katherine mcdonald,"2702 fourth parkway, sterling heights, MI 48310","    187 8th street south, canton, ga 30114",90065,20152110,12:40 AM,1,
Kimberley Newby,Nordyne Defense Dynamics,+1 (338) 814-7682,    (308) 880-5324,    (978) 442-9403,gavin morgan,"441 main way east, erie, PA 16501","    868 amherst street, fort lauderdale, fl 33308",134396,20150102,2:05 PM,3,
Kingsley Banda,Leeding Engines Ltd.,+1 (944) 738-0784,    (180) 382-6667,    (167) 594-2358,tracey baker,"1770 church road west, rochester, NY 14604","    663 essex court, stone mountain, ga 30083",102633,20151002,1:52 PM,3,
Rogelio Rauch,General Services Corporation,+1 (830) 444-4310,    (254) 839-5030,    (892) 719-7179,blake macleod,"6743 jefferson lane, topeka, KS 66603","    28 ivy court, el dorado, ar 71730",86413,20152511,6:53 PM,3,
Mara Barone,Tessier-Ashpool,+1 (672) 284-6331,    (575) 142,    (324) 878-4767,steven mcdonald,"854 fourth freeway, minneapolis, MN 55401","    447 grant avenue, dunedin, fl 34698",129838,20152702,4:59 PM,3,
Valentina Bayer,Ewing Oil,+1 (467) 006-2065,    (379) 955-3041,    (183) 988-7515,diane reid,"8187 oak avenue, ontario, ca 91761","    442 magnolia court, oconomowoc, wi 53066",108671,20152604,12:53 AM,1,
Olivia Salisbury,Sonky Rubber Goods,+1 (339) 175-6569,    (211) 943-5530,    (934) 838-0079,heather wilson,"7390 chestnut canal, lancaster, ca 93534","    572 union street, smithtown, ny 11787",86109,20152706,12:33 AM,2,
Lieu Walston,Corellian Engineering Corporation,+1 (182) 875-4261,    (902) 467-5398,    (823) 164-4500,sophie johnston,"1258 elm drive, rancho cucamonga, ca 91730","    742 6th street, hollis, ny 11423",127713,4/9/2015,11:03 AM,1,
Christopher Fleming,Atlantic Northern,+1 (570) 689-8687,    (205) 308-2410,    (647) 547-0553,simon chapman,"8767 market boulevard se, henderson, NV 89014","    313 redwood drive, fort dodge, ia 50501",98871,9/4/2015,2:56 AM,2,
Ayana Yazzie,Sheinhardt Wig Company,+1 (155) 510-7418,    (132) 111-3444,    (521) 581-8417,nathan macleod,"4554 water place north, topeka, KS 66603","    60 harrison street, ridgewood, nj 07450",69105,20150409,7:41 PM,1,
Philomena Bigelow,SpringShield,+1 (338) 117-7687,    (143) 866-6672,    (539) 295-7688,sue cameron,"9285 ninth row east, alexandria, VA 22301","    839 ashley court, memphis, tn 38106",129387,20151102,12:39 AM,3,
Jaydon Brantley,Northern & Southern Railway,+1 (782) 020-9106,    (512) 210-9393,    (594) 586-5654,evan dowd,"5196 maple cove, madison, WI 53703","    523 atlantic avenue, elk grove village, il 60007",71031,6/29/2015,8:19 AM,5,
Ellie Bruton,Blammo Corp,+1 (113) 818-9515,    (120) 441-0886,    (828) 700-4474,christopher hardacre,"1021 valley way, augusta, GA 30901","    823 cross street, calhoun, ga 30701",118827,1/8/2015,4:12 PM,2,
Charleen Welker,Sample Inc.,+1 (242) 991-8181,    (295) 809-1451,    (751) 769-1426,andrew thomson,"5720 valley way, ann arbor, MI 48103","    699 country club road, ocean springs, ms 39564",105915,20151008,6:15 PM,2,
Jorden Dexter,Roboto Industries,+1 (295) 436-9873,    (958) 606-8500,    (789) 467-7844,madeleine robertson,"8127 jefferson way, fontana, ca 92335","    742 locust street, avon lake, oh 44012",133904,20152302,9:19 AM,2,
Nia Novak,Liandri Mining Corporation,+1 (346) 416-2079,    (660) 617-5210,    (514) 773-7168,lily sutherland,"6265 third place east, fort worth, tx 76102","    761 eagle road, rahway, nj 07065",127305,10/13/2015,9:50 AM,3,
Joshua Humphries,Trans American Airlines,+1 (519) 458-2118,    (100) 245-6862,    (125) 203-7618,lucas hughes,"3223 adams drive sw, wilmington, NC 28403","    276 oak lane, montgomery village, md 20886",70275,20151310,11:23 AM,4,
Francisca Braden,Mainco,+1 (675) 796-8375,    (894) 508-6821,    (944) 758-5134,oliver vance,"4123 second street, augusta, GA 30901","    106 durham road, barrington, il 60010",129681,20150608,1:53 PM,5,
Montego Mullis,Plow King,+1 (692) 625-0205,    (186) 630-7129,    (157) 607-7140,mary abraham,"4251 washington parkway se, palm bay, FL 32905","    240 devon road, ossining, ny 10562",129630,9/7/2015,9:46 AM,4,
Wylie causey,Zevo Toys,+1 (191) 804-0290,    (785) 701-0743,    (557) 143-2716,jason reid,"6649 oak court, fullerton, ca 92631","    569 redwood drive, utica, ny 13501",98241,20150111,11:19 PM,2,
Jerald Bozeman,Global Dynamics,+1 (841) 882-5115,    (345) 689-6392,    (371) 672-9915,sophie paige,"4807 park way west, newark, NJ 07102","    904 school street, ocoee, fl 34761",129410,3/1/2015,4:13 PM,4,
Clint Blakely,Union Aerospace Corporation,+1 (807) 058-8319,    (201) 742-8378,    (986) 896-6779,irene lewis,"4602 union drive, amarillo, tx 79101","    428 rose street, cranberry twp, pa 16066",97335,20150103,12:04 AM,5,
Brianna castle,Tessier-Ashpool,+1 (122) 848-5685,    (812) 810-8511,    (688) 546-9775,dan johnston,"6713 fifth cove, boston, MA 02108","    157 church street south, sanford, nc 27330",108730,20152907,7:31 AM,3,
Gustave Maloney,cathedral Software,+1 (649) 867-2696,    (579) 648-5494,    (585) 490-2345,audrey churchill,"6069 washington way, lafayette, LA 70501","    708 oak avenue, valparaiso, in 46383",136750,20150607,8:34 PM,2,
Reva Giroux,Umbrella Corporation,+1 (581) 028-7296,    (677) 551-9238,    (742) 311-7859,sam james,"8682 park freeway, baltimore, MD 21201","    677 route 44, lanham, md 20706",80633,20152509,9:58 AM,5,
Isis Burr,Blarg Factory,+1 (937) 062-3850,    (793) 360-2242,    (271) 173-2063,victor lambert,"3971 eighth street, amarillo, tx 79101","    126 holly court, rapid city, sd 57701",75571,20151906,9:16 AM,1,
Marshall Stanfield,Rossum Corporation,+1 (520) 232-4347,    (285) 135-3479,    (346) 489-1230,wanda fraser,"7420 lake place, chula vista, ca 91910","    516 george street, navarre, fl 32566",63151,6/26/2015,12:22 PM,5,
Raymon Bussey,BLAND Corporation,+1 (751) 208-0569,    (411) 342-4295,    (932) 141-0694,sally vaughan,"5734 valley road, winston-salem, NC 27101","    452 belmont avenue, wadsworth, oh 44281",136993,20152606,5:56 PM,3,
Virgie Hallman,Flowers By Irene,+1 (116) 850-8040,    (591) 647-8557,    (621) 541-3786,diana welch,"4494 main loop sw, wichita falls, tx 76301","    974 3rd street west, decatur, ga 30030",123644,20150312,4:04 AM,4,
Evans Chu,NorthAm Robotics,+1 (652) 417-8841,    (515) 597-7437,    (807) 517-3498,carol berry,"3827 view way east, akron, OH 44301","    17 cedar street, lawrence, ma 01841",74923,20150209,7:53 AM,1,
Williams Decker,Mishima Zaibatsu,+1 (140) 586-0464,    (707) 880-9800,    (817) 177-9408,kylie oliver,"1341 union cove, phoenix, AZ 85003","    328 manor drive, pleasanton, ca 94566",119463,20150110,2:26 AM,2,
Christine Perron,Incom Corporation,+1 (951) 315-1758,    (577) 281-9342,    (848) 816-6519,victor miller,"6771 hill lane north, aurora, CO 80010","    864 jones street, helotes, tx 78023",139251,5/26/2015,12:39 AM,5,
Raekwon Judkins,Sonky Rubber Goods,+1 (181) 087-5419,    (790) 943-4138,    (588) 691-0240,audrey cornish,"735 chestnut circle, hayward, ca 94541","    755 smith street, uniondale, ny 11553",124006,20152012,8:24 AM,1,
Raymond Allred,Galaxy Corp,+1 (847) 354-2532,    (888) 638-5392,    (349) 747-2615,zoe knox,"9026 church road, waterbury, CT 06706","    915 valley view drive, rosemount, mn 55068",84686,20152005,1:36 PM,1,
Charles Milligan,General Products,+1 (241) 405-9685,    (615) 999-3066,    (481) 332-5465,jason davidson,"578 union park, grand rapids, MI 49503","    920 cleveland avenue, manchester township, nj 08759",95955,20152201,7:16 AM,3,
Kalila Alvarado,Water and Power,+1 (799) 681-1038,    (621) 179-0483,    (123) 923-8068,katherine langdon,"690 hill place, augusta, GA 30901","    519 andover court, valdosta, ga 31601",128289,12/4/2015,9:17 AM,2,
Aleshanee Garner,Contoso Corporation,+1 (069) 160-8687,    (614) 330-8488,    (343) 315-6635,adam chapman,"1235 washington street, dallas, tx 75201","    757 washington avenue, ankeny, ia 50023",124615,20150412,1:38 PM,2,
Roma Hackney,Initrode,+1 (983) 350-8088,    (261) 942-7395,    (297) 562-3907,abigail miller,"6441 eighth alley, lincoln, NE 68502","    567 roberts road, saugus, ma 01906",62539,20150912,1:18 PM,2,
Meris Thurston,Sonky Rubber Goods,+1 (693) 442-4263,    (289) 728-9275,    (929) 583-2900,irene payne,"1169 lake parkway south, toledo, OH 43602","    660 locust lane, cornelius, nc 28031",73592,4/13/2015,7:03 AM,3,
Dollie Fox,ZiffCorp,+1 (466) 312-0692,    (324) 297-5669,    (989) 562-2204,jack ferguson,"5696 mill terrace, moreno valley, ca 92553","    465 clark street, acworth, ga 30101",129821,20152904,2:55 PM,5,
Reilly Flanagan,OmniCo,+1 (348) 544-7941,    (867) 323-4434,    (225) 634-9762,amy alsop,"1579 pine alley nw, little rock, AR 72201","    535 woodland drive, palm beach gardens, fl 33410",88614,20151402,1:17 PM,3,
Kirstie Bouchard,BLAND Corporation,+1 (717) 365-8582,    (262) 746-6950,    (713) 368-8926,william hart,"5543 mill row, murfreesboro, TN 37129","    628 south street, mays landing, nj 08330",127179,4/26/2016,1:02 AM,1,
April caswell,Globo Gym American Corp,+1 (012) 837-9412,    (491) 184-7275,    (136) 209-9513,chloe glover,"4077 walnut avenue, winston-salem, NC 27101","    179 walnut avenue, dacula, ga 30019",114804,6/6/2016,2:16 PM,2,
Waymon Meyer,Videlectrix,+1 (574) 777-0493,    (302) 585-5848,    (633) 179-7086,faith ogden,"1751 seventh crescent, san jose, ca 95110","    757 3rd street, horn lake, ms 38637",80081,4/3/2016,8:12 AM,3,
Bibiane Hogue,Monarch Playing card Co.,+1 (025) 414-2385,    (668) 232-5742,    (248) 226-3537,leonard forsyth,"3000 cedar row, midland, tx 79701","    243 elmwood avenue, louisville, ky 40207",88751,20160304,4:53 PM,4,
Amira Seal,CC Corporation,+1 (977) 559-1077,    (748) 884-0545,    (497) 655-7443,victoria stewart,"9694 maple cove, pomona, ca 91767","    865 mulberry street, lake mary, fl 32746",94694,20162407,2:03 AM,3,
Dominque Whittle,Slate Rock and Gravel Company,+1 (515) 323-2509,    (545) 533-7607,    (705) 442-0998,sue parsons,"5664 fourth drive, cedar rapids, IA 52401","    171 somerset drive, saugus, ma 01906",125041,2/6/2016,2:02 PM,3,
Ailani Larue,Paradise Airlines,+1 (099) 591-1945,    (787) 205-6540,    (138) 783-1587,stephen lawrence,"3734 walnut place nw, birmingham, AL 35203","    353 walnut avenue, euless, tx 76039",131585,20160211,3:55 PM,3,
Cortez Bayne,Sonky Rubber Goods,+1 (585) 495-4556,    (648) 485-0911,    (873) 566-2855,piers arnold,"2586 third drive north, oceanside, ca 92054","    861 madison avenue, groton, ct 06340",71249,2/24/2016,10:47 AM,4,
Eilis Forney,InGen Corporation,+1 (688) 091-2727,    (510) 362-2945,    (835) 602-1114,charles dickens,"9125 oak boulevard, bridgeport, CT 06604","    708 13th street, defiance, oh 43512",119018,20161710,2:51 AM,5,
Atara Mccorkle,Trans Regional Airlines,+1 (494) 710-8552,    (115) 606-9653,    (694) 276-9106,austin powell,"723 seventh circle west, billings, MT 59101","    651 buttonwood drive, endicott, ny 13760",71385,4/11/2016,4:57 AM,3,
Baker Langley,Western Gas & Electric,+1 (728) 128-0624,    (106) 194-7428,    (127) 835-4629,ryan roberts,"6012 maple court, stockton, ca 95202","    701 main street east, mount pleasant, sc 29464",114129,20161104,11:46 AM,2,
Lacy Navarrete,Blue Sun Corporation,+1 (294) 183-7038,    (225) 930-6843,    (554) 238-8424,molly terry,"5034 main park se, fort collins, CO 80521","    27 canterbury road, winder, ga 30680",81671,2/18/2016,12:09 AM,5,
Donnica Willson,Soar Airlines,+1 (762) 160-9364,    (737) 446-8200,    (149) 141-7208,samantha cameron,"3585 spring circle se, baltimore, MD 21201","    184 hawthorne lane, rock hill, sc 29730",138146,20161003,4:50 PM,2,
Polly Houston,McMahon and Tate,+1 (637) 628-8143,    (631) 596-8394,    (572) 243-7402,maria duncan,"7782 chestnut boulevard, gilbert, AZ 85234","    175 college avenue, redondo beach, ca 90278",132505,8/16/2016,11:45 PM,3,
Alexa Quick,Monks Diner,+1 (469) 801-1021,    (738) 345-4498,    (697) 357-8889,kevin hunter,"120 maple circle se, portland, OR 97201","    338 liberty street, bluffton, sc 29910",91609,3/25/2016,12:58 AM,2,
Kaylah Tuck,North Central Positronics,+1 (740) 893-1684,    (250) 504-7352,    (799) 493-2712,jake parsons,"9038 elm place, fort lauderdale, FL 33301","    207 college street, brooklyn, ny 11201",118831,20162602,11:15 AM,4,
Karson Martell,Onion Pacific Railroad,+1 (332) 309-6601,    (109) 485-9697,    (753) 742-0428,isaac gibson,"2452 grove circle, oklahoma city, OK 73102","    7 homestead drive, chelmsford, ma 01824",78599,20162302,11:40 AM,3,
Renee Post,Uplink Corporation,+1 (698) 498-7941,    (953) 459-0510,    (329) 692-4224,irene vance,"9184 church drive, cary, NC 27511","    498 homestead drive, new castle, pa 16101",91241,2/2/2016,5:17 PM,2,
Landen Shell,KrebStar,+1 (510) 483-3887,    (602) 186-5784,    (682) 585-5796,anna ogden,"4323 broad terrace south, san bernardino, ca 92401","    23 4th street, north fort myers, fl 33917",120912,20160202,8:53 PM,2,
Alysia Barrows,LexCorp,+1 (638) 677-1333,    (586) 325-7756,    (136) 930-3666,pippa powell,"3660 washington canal, port saint lucie, FL 34952","    194 hilltop road, barberton, oh 44203",80212,9/12/2016,6:31 AM,3,
Kalila Figueroa,Federation World Airlines,+1 (233) 969-3415,    (627) 412-8710,    (575) 345-7549,ryan lee,"6073 seventh court, newark, NJ 07102","    406 pleasant street, waltham, ma 02453",121907,20161506,12:09 PM,1,
Adelie Kimbrough,Stark Industries,+1 (422) 776-3643,    (456) 356-5416,    (390) 142-7853,joe taylor,"1421 spring lane nw, honolulu, HI 96813","    95 fulton street, sykesville, md 21784",76657,20160110,6:33 PM,3,
Brook Allison,Fabrikam Corporation,+1 (332) 173-6077,    (901) 747,    (997) 485-7111,sonia howard,"7480 chestnut freeway north, jackson, MS 39201","    683 orchard avenue, winona, mn 55987",84370,9/10/2016,3:16 AM,1,
Tamara Graham,Big Belly Burger,+1 (867) 081-4027,    (599) 197-7474,    (178) 446-7915,max ferguson,"199 second canal, murfreesboro, TN 37129","    86 valley view road, west fargo, nd 58078",125769,10/1/2016,3:31 PM,1,
Raymond Zapata,Transworld Consortium,+1 (740) 254-8248,    (839) 540-8848,    (387) 239-2886,julian johnston,"6775 mill park, riverside, ca 92501","    465 essex court, rosemount, mn 55068",93035,4/1/2016,7:36 PM,1,
